0	11.2498
1	11.25207
2	11.2548
3	11.2676
4	11.28
5	11.29294
6	11.3145
7	11.336
8	11.36485
9	11.39116
10	11.4302
11	11.46733
12	11.51565
13	11.5606
14	11.62146
