0	8.73197
1	8.72705
2	8.732
3	8.73197
4	8.737
5	8.74202
6	8.74346
7	8.74714
8	8.75857
9	8.7622
10	8.76855
11	8.7818
12	8.78864
13	8.80196
14	8.81182
