0	8.76496
1	8.763644
2	8.76766
3	8.77466
4	8.78224
5	8.78765
6	8.79648
7	8.80765
8	8.81543
9	8.83028
10	8.84608
11	8.8626
12	8.8823
13	8.90798
14	8.93348
