0	8.604
1	8.60557
2	8.60915
3	8.61627
4	8.62912
5	8.64805
6	8.66067
7	8.68926
8	8.71736
9	8.75058
10	8.78965
11	8.83552
12	8.88333
13	8.94164
14	9.00698
