0	8.68202
1	8.69149
2	8.69646
3	8.70784
4	8.7115
5	8.72662
6	8.73898
7	8.76166
8	8.7837
9	8.80765
10	8.8356
11	8.86596
12	8.9033
13	8.944
14	8.9903
