0	8.59865
1	8.59885
2	8.60878
3	8.61387
4	8.629
5	8.64403
6	8.6671
7	8.69924
8	8.73414
9	8.76974
10	8.8177
11	8.87054
12	8.9192
13	8.99072
14	9.06836
