0	10.6847
1	10.6444
2	10.69473
3	10.6693
4	10.7099
5	10.70361
6	10.75275
7	10.75736
8	10.81816
9	10.83477
10	10.8984
11	10.92888
12	11.01888
13	11.10116
14	11.17026
