0	8.60027
1	8.6043
2	8.6053
3	8.61928
4	8.63037
5	8.6543
6	8.66987
7	8.7096
8	8.74372
9	8.78476
10	8.82698
11	8.8825
12	8.94132
13	9.0177
14	9.0967
