0	8.75486
1	8.75493
2	8.75984
3	8.77428
4	8.78563
5	8.80507
6	8.82252
7	8.85337
8	8.87907
9	8.91638
10	8.95732
11	9.0134
12	9.06515
13	9.13278
14	9.20525
